वाक्यम्,कर्ता,कर्म,क्रिया,कालः
देवदत्तः ओदनम् अपचत्,देवदत्तः,ओदनम्,अपचत्,भूत
यज्ञदत्तः मन्त्रम् अपठत्,यज्ञदत्तः,मन्त्रम्,अपठत्,भूत
विष्णुदत्तः कथाम् अशृणोत्,विष्णुदत्तः,कथाम्,अशृणोत्,भूत
ब्रह्मदत्तः वेदम् अस्मरत्,ब्रह्मदत्तः,वेदम्,अस्मरत्,भूत
शिवदत्तः भस्म अधारयत्,शिवदत्तः,भस्म,अधारयत्,भूत
भवदत्तः जलम् असिञ्चत्,भवदत्तः,जलम्,असिञ्चत्,भूत
रुद्रदत्तः शूलम् अक्षिपत्,रुद्रदत्तः,शूलम्,अक्षिपत्,भूत
हरिदत्तः शङ्खम् अधमत्,हरिदत्तः,शङ्खम्,अधमत्,भूत
श्रीदत्तः लक्ष्मीम् अपूजयत्,श्रीदत्तः,लक्ष्मीम्,अपूजयत्,भूत
कामदत्तः इक्षुम् अभनक्,कामदत्तः,इक्षुम्,अभनक्,भूत
बालिका गीतं गायति,बालिका,गीतम्,गायति,वर्तमान
युवती नृ्त्यं करोति,युवती,नृ्त्यम्,करोति,वर्तमान
प्रौढा कार्यं चिन्तयति,प्रौढा,कार्यम्,चिन्तयति,वर्तमान
वृद्धा कथां शृणोति,वृद्धा,कथाम्,शृणोति,वर्तमान
सखी सखीं भाषते,सखी,सखीम्,भाषते,वर्तमान
माता शिशुं पोषयति,माता,शिशुम्,पोषयति,वर्तमान
पत्नी पतिं तोषयति,पत्नी,पतिम्,तोषयति,वर्तमान
भगिनी भ्रातरं रक्षति,भगिनी,भ्रातरम्,रक्षति,वर्तमान
दुहिता पितरं पृच्छति,दुहिता,पितरम्,पृच्छति,वर्तमान
स्नुषा श्वश्रूं सेवते,स्नुषा,श्वश्रूम्,सेवते,वर्तमान
बालिका गीतं गास्यति,बालिका,गीतम्,गास्यति,भविष्यत्
युवती नृ्त्यं करिष्यति,युवती,नृ्त्यम्,करिष्यति,भविष्यत्
प्रौढा कार्यं चिन्तयिष्यति,प्रौढा,कार्यम्,चिन्तयिष्यति,भविष्यत्
वृद्धा कथां श्रोष्यति,वृद्धा,कथाम्,श्रोष्यति,भविष्यत्
सखी सखीं भाषिष्यते,सखी,सखीम्,भाषिष्यते,भविष्यत्
माता शिशुं पोषयिष्यति,माता,शिशुम्,पोषयिष्यति,भविष्यत्
पत्नी पतिं तोषयिष्यति,पत्नी,पतिम्,तोषयिष्यति,भविष्यत्
भगिनी भ्रातरं रक्षिष्यति,भगिनी,भ्रातरम्,रक्षिष्यति,भविष्यत्
दुहिता पितरं प्रक्ष्यति,दुहिता,पितरम्,प्रक्ष्यति,भविष्यत्
स्नुषा श्वश्रूं सेविष्यते,स्नुषा,श्वश्रूम्,सेविष्यते,भविष्यत्
बालिका गीतम् अगायत्,बालिका,गीतम्,अगायत्,भूत
युवती नृ्त्यम् अकरोत्,युवती,नृ्त्यम्,अकरोत्,भूत
प्रौढा कार्यम् अचिन्तयत्,प्रौढा,कार्यम्,अचिन्तयत्,भूत
वृद्धा कथाम् अशृणोत्,वृद्धा,कथाम्,अशृणोत्,भूत
सखी सखीम् अभाषत,सखी,सखीम्,अभाषत,भूत
माता शिशुम् अपोषयत्,माता,शिशुम्,अपोषयत्,भूत
पत्नी पतिम् अतोषयत्,पत्नी,पतिम्,अतोषयत्,भूत
भगिनी भ्रातरम् अरक्षत्,भगिनी,भ्रातरम्,अरक्षत्,भूत
दुहिता पितरम् अपृच्छत्,दुहिता,पितरम्,अपृच्छत्,भूत
स्नुषा श्वश्रूम् असेवत,स्नुषा,श्वश्रूम्,असेवत,भूत
पक्षी आकाशं डयते,पक्षी,आकाशम्,डयते,वर्तमान
चटकः नीडं रचयति,चटकः,नीडम्,रचयति,वर्तमान
काकः बलिं खादति,काकः,बलिम्,खादति,वर्तमान
हंसः कमलं भिनत्ति,हंसः,कमलम्,भिनत्ति,वर्तमान
सारसः ध्वनिं करोति,सारसः,ध्वनिम्,करोति,वर्तमान
चक्रवाकः सहचरीं पश्यति,चक्रवाकः,सहचरीम्,पश्यति,वर्तमान
शुकः फलं तुण्डयति,शुकः,फलम्,तुण्डयति,वर्तमान
कोकिलः वसन्तं गायति,कोकिलः,वसन्तम्,गायति,वर्तमान
मयूरः सर्पं ग्रसते,मयूरः,सर्पम्,ग्रसते,वर्तमान
गृध्रः मांसं लुण्ठति,गृध्रः,मांसम्,लुण्ठति,वर्तमान
पक्षी आकाशं डयिष्यते,पक्षी,आकाशम्,डयिष्यते,भविष्यत्
चटकः नीडं रचयिष्यति,चटकः,नीडम्,रचयिष्यति,भविष्यत्
काकः बलिं खादिष्यति,काकः,बलिम्,खादिष्यति,भविष्यत्
हंसः कमलं भेत्स्यति,हंसः,कमलम्,भेत्स्यति,भविष्यत्
सारसः ध्वनिं करिष्यति,सारसः,ध्वनिम्,करिष्यति,भविष्यत्
चक्रवाकः सहचरीं द्रक्ष्यति,चक्रवाकः,सहचरीम्,द्रक्ष्यति,भविष्यत्
शुकः फलं तुण्डयिष्यति,शुकः,फलम्,तुण्डयिष्यति,भविष्यत्
कोकिलः वसन्तं गास्यति,कोकिलः,वसन्तम्,गास्यति,भविष्यत्
मयूरः सर्पं ग्रसिष्यते,मयूरः,सर्पम्,ग्रसिष्यते,भविष्यत्
गृध्रः मांसं लुण्ठिष्यति,गृध्रः,मांसम्,लुण्ठिष्यति,भविष्यत्
पक्षी आकाशम् अडयत,पक्षी,आकाशम्,अडयत,भूत
चटकः नीडम् अरचयत्,चटकः,नीडम्,अरचयत्,भूत
काकः बलिम् अखादत्,काकः,बलिम्,अखादत्,भूत
हंसः कमलम् अभिनत्,हंसः,कमलम्,अभिनत्,भूत
सारसः ध्वनिम् अकरोत्,सारसः,ध्वनिम्,अकरोत्,भूत
चक्रवाकः सहचरीम् अपश्यत्,चक्रवाकः,सहचरीम्,अपश्यत्,भूत
शुकः फलम् अतुण्डयत्,शुकः,फलम्,अतुण्डयत्,भूत
कोकिलः वसन्तम् अगायत्,कोकिलः,वसन्तम्,अगायत्,भूत
मयूरः सर्पम् अग्रसत,मयूरः,सर्पम्,अग्रसत,भूत
गृध्रः मांसम् अलुण्ठत्,गृध्रः,मांसम्,अलुण्ठत्,भूत
कपिञ्जलः जलं पिबति,कपिञ्जलः,जलम्,पिबति,वर्तमान
उलूकः मूषकं हरति,उलूकः,मूषकम्,हरति,वर्तमान
श्येनः कपोतं विदारयति,श्येनः,कपोतम्,विदारयति,वर्तमान
कादम्बः शालिं खादति,कादम्बः,शालिम्,खादति,वर्तमान
कलहंसः मृणालं भिनत्ति,कलहंसः,मृणालम्,भिनत्ति,वर्तमान
चातकः बिन्दुं याचते,चातकः,बिन्दुम्,याचते,वर्तमान
चकोरः ज्योत्स्नां पिबति,चकोरः,ज्योत्स्नाम्,पिबति,वर्तमान
टिट्टिभः पादं ऊर्ध्वयति,टिट्टिभः,पादम्,ऊर्ध्वयति,वर्तमान
बकः मत्स्यं ध्यायति,बकः,मत्स्यम्,ध्यायति,वर्तमान
क्रौञ्चः वनं गच्छति,क्रौञ्चः,वनम्,गच्छति,वर्तमान
कपिञ्जलः जलं पास्यति,कपिञ्जलः,जलम्,पास्यति,भविष्यत्
उलूकः मूषकं हरिष्यति,उलूकः,मूषकम्,हरिष्यति,भविष्यत्
श्येनः कपोतं विदारयिष्यति,श्येनः,कपोतम्,विदारयिष्यति,भविष्यत्
कादम्बः शालिं खादिष्यति,कादम्बः,शालिम्,खादिष्यति,भविष्यत्
कलहंसः मृणालं भेत्स्यति,कलहंसः,मृणालम्,भेत्स्यति,भविष्यत्
चातकः बिन्दुं याचिष्यते,चातकः,बिन्दुम्,याचिष्यते,भविष्यत्
चकोरः ज्योत्स्नां पास्यति,चकोरः,ज्योत्स्नाम्,पास्यति,भविष्यत्
टिट्टिभः पादं ऊर्ध्वयिष्यति,टिट्टिभः,पादम्,ऊर्ध्वयिष्यति,भविष्यत्
बकः मत्स्यं ध्यास्यति,बकः,मत्स्यम्,ध्यास्यति,भविष्यत्
क्रौञ्चः वनं गमिष्यति,क्रौञ्चः,वनम्,गमिष्यति,भविष्यत्
कपिञ्जलः जलम् अपिबत्,कपिञ्जलः,जलम्,अपिबत्,भूत
उलूकः मूषकम् अहरत्,उलूकः,मूषकम्,अहरत्,भूत
श्येनः कपोतम् अविदारयत्,श्येनः,कपोतम्,अविदारयत्,भूत
कादम्बः शालिम् अखादत्,कादम्बः,शालिम्,अखादत्,भूत
कलहंसः मृणालम् अभिनत्,कलहंसः,मृणालम्,अभिनत्,भूत
चातकः बिन्दुम् अयाचत,चातकः,बिन्दुम्,अयाचत,भूत
चकोरः ज्योत्स्नाम् अपिबत्,चकोरः,ज्योत्स्नाम्,अपिबत्,भूत
टिट्टिभः पादम् और्ध्वयत्,टिट्टिभः,पादम्,और्ध्वयत्,भूत
बकः मत्स्यम् अध्यायत्,बकः,मत्स्यम्,अध्यायत्,भूत
क्रौञ्चः वनम् अगच्छत्,क्रौञ्चः,वनम्,अगच्छत्,भूत
रविः प्राचीं प्रकाशयति,रविः,प्राचीम्,प्रकाशयति,वर्तमान
चन्द्रः कुमुदं बोधयति,चन्द्रः,कुमुदम्,बोधयति,वर्तमान
तारकः मार्गं दर्शयति,तारकः,मार्गम्,दर्शयति,वर्तमान
मेघः वर्षं मुञ्चति,मेघः,वर्षम्,मुञ्चति,वर्तमान
विद्युत् नभः द्योतयति,विद्युत्,नभः,द्योतयति,वर्तमान
इन्द्रधनुः रूपं रचयति,इन्द्रधनुः,रूपम्,रचयति,वर्तमान
पवनः धूलिं हरति,पवनः,धूलिम्,हरति,वर्तमान
अग्निः काष्ठं दहति,अग्निः,काष्ठम्,दहति,वर्तमान
जलधिः रत्नं धारयति,जलधिः,रत्नम्,धारयति,वर्तमान
पर्वतः निर्भरं स्रवति,पर्वतः,निर्भरम्,स्रवति,वर्तमान
रविः प्राचीं प्रकाशयिष्यति,रविः,प्राचीम्,प्रकाशयिष्यति,भविष्यत्
चन्द्रः कुमुदं बोधयिष्यति,चन्द्रः,कुमुदम्,बोधयिष्यति,भविष्यत्
तारकः मार्गं दर्शयिष्यति,तारकः,मार्गम्,दर्शयिष्यति,भविष्यत्
मेघः वर्षं मोक्ष्यति,मेघः,वर्षम्,मोक्ष्यति,भविष्यत्
विद्युत् नभः द्योतयिष्यति,विद्युत्,नभः,द्योतयिष्यति,भविष्यत्
इन्द्रधनुः रूपं रचयिष्यति,इन्द्रधनुः,रूपम्,रचयिष्यति,भविष्यत्
पवनः धूलिं हरिष्यति,पवनः,धूलिम्,हरिष्यति,भविष्यत्
अग्निः काष्ठं धक्ष्यति,अग्निः,काष्ठम्,धक्ष्यति,भविष्यत्
जलधिः रत्नं धारयिष्यति,जलधिः,रत्नम्,धारयिष्यति,भविष्यत्
पर्वतः निर्भरं स्रविष्यति,पर्वतः,निर्भरम्,स्रविष्यति,भविष्यत्
रविः प्राचीम् अप्रकाशयत्,रविः,प्राचीम्,अप्रकाशयत्,भूत
चन्द्रः कुमुदम् अबोधयत्,चन्द्रः,कुमुदम्,अबोधयत्,भूत
तारकः मार्गम् अदर्शयत्,तारकः,मार्गम्,अदर्शयत्,भूत
मेघः वर्षम् अमुञ्चत्,मेघः,वर्षम्,अमुञ्चत्,भूत
विद्युत् नभः अद्योतयत्,विद्युत्,नभः,अद्योतयत्,भूत
इन्द्रधनुः रूपम् अरचयत्,इन्द्रधनुः,रूपम्,अरचयत्,भूत
पवनः धूलिम् अहरत्,पवनः,धूलिम्,अहरत्,भूत
अग्निः काष्ठम् अदहत्,अग्निः,काष्ठम्,अदहत्,भूत
जलधिः रत्नम् अधारयत्,जलधिः,रत्नम्,अधारयत्,भूत
पर्वतः निर्भरम् अस्रवत्,पर्वतः,निर्भरम्,अस्रवत्,भूत
वृक्षः छायां यच्छति,वृक्षः,छायाम्,यच्छति,वर्तमान
लता फलं प्रसूते,लता,फलम्,प्रसूते,वर्तमान
पुष्पं सुगन्धं किरति,पुष्पम्,सुगन्धम्,किरति,वर्तमान
पत्रं पवनं वीजयति,पत्रम्,पवनम्,वीजयति,वर्तमान
शाखा मृगं धारयति,शाखा,मृगम्,धारयति,वर्तमान
मूलं जलं कर्षति,मूलम्,जलम्,कर्षति,वर्तमान
तृणं धेनुं पोषयति,तृणम्,धेनुम्,पोषयति,वर्तमान
औषधिः प्राणान् रक्षति,औषधिः,प्राणान्,रक्षति,वर्तमान
वनस्पतिः फूलं ददाति,वनस्पतिः,फूलम्,ददाति,वर्तमान
गुल्मः कण्टकं वर्धयति,गुल्मः,कण्टकम्,वर्धयति,वर्तमान
वृक्षः छायां यम्स्यति,वृक्षः,छायाम्,यम्स्यति,भविष्यत्
लता फलं प्रसूष्यते,लता,फलम्,प्रसूष्यते,भविष्यत्
पुष्पं सुगन्धं प्रकिरिष्यति,पुष्पम्,सुगन्धम्,प्रकिरिष्यति,भविष्यत्
पत्रं पवनं वीजयिष्यति,पत्रम्,पवनम्,वीजयिष्यति,भविष्यत्
शाखा मृगं धारयिष्यति,शाखा,मृगम्,धारयिष्यति,भविष्यत्
मूलं जलं कर्क्ष्यति,मूलम्,जलम्,कर्क्ष्यति,भविष्यत्
तृणं धेनुं पोषयिष्यति,तृणम्,धेनुम्,पोषयिष्यति,भविष्यत्
औषधिः प्राणान् रक्षिष्यति,औषधिः,प्राणान्,रक्षिष्यति,भविष्यत्
वनस्पतिः फूलं दास्यति,वनस्पतिः,फूलम्,दास्यति,भविष्यत्
गुल्मः कण्टकं वर्धयिष्यति,गुल्मः,कण्टकम्,वर्धयिष्यति,भविष्यत्
वृक्षः छायाम् अयच्छत्,वृक्षः,छायाम्,अयच्छत्,भूत
लता फलम् अप्रसूत,लता,फलम्,अप्रसूत,भूत
पुष्पं सुगन्धम् अकिरत्,पुष्पम्,सुगन्धम्,अकिरत्,भूत
पत्रं पवनम् अवीजयत्,पत्रम्,पवनम्,अवीजयत्,भूत
शाखा मृगम् अधारयत्,शाखा,मृगम्,अधारयत्,भूत
मूलं जलम् अकर्षत्,मूलम्,जलम्,अकर्षत्,भूत
तृणं धेनुम् अपोषयत्,तृणम्,धेनुम्,अपोषयत्,भूत
औषधिः प्राणान् अरक्षत्,औषधिः,प्राणान्,अरक्षत्,भूत
वनस्पतिः फूलम् अददात्,वनस्पतिः,फूलम्,अददात्,भूत
गुल्मः कण्टकम् अवर्धयत्,गुल्मः,कण्टकम्,अवर्धयत्,भूत
ग्रामः जनं पालयति,ग्रामः,जनम्,पालयति,वर्तमान
नगरं सुखं वर्धयति,नगरम्,सुखम्,वर्धयति,वर्तमान
देशः मार्गं कल्पयति,देशः,मार्गम्,कल्पयति,वर्तमान
राष्ट्रं शान्तिं रक्षति,राष्ट्रम्,शान्तिम्,रक्षति,वर्तमान
द्वीपः सागरं पश्यति,द्वीपः,सागरम्,पश्यति,वर्तमान
ग्रामः जनं पालयिष्यति,ग्रामः,जनम्,पालयिष्यति,भविष्यत्
नगरं सुखं वर्धयिष्यति,नगरम्,सुखम्,वर्धयिष्यति,भविष्यत्
देशः मार्गं कल्पयिष्यति,देशः,मार्गम्,कल्पयिष्यति,भविष्यत्
राष्ट्रं शान्तिं रक्षिष्यति,राष्ट्रम्,शान्तिम्,रक्षिष्यति,भविष्यत्
द्वीपः सागरं द्रक्ष्यति,द्वीपः,सागरम्,द्रक्ष्यति,भविष्यत्
ग्रामः जनम् अपालयत्,ग्रामः,जनम्,अपालयत्,भूत
नगरं सुखम् अवर्धयत्,नगरम्,सुखम्,अवर्धयत्,भूत
देशः मार्गम् अकल्पयत्,देशः,मार्गम्,अकल्पयत्,भूत
राष्ट्रं शान्तिम् अरक्षत्,राष्ट्रम्,शान्तिम्,अरक्षत्,भूत
द्वीपः सागरम् अपश्यत्,द्वीपः,सागरम्,अपश्यत्,भूत
सिन्धुः नावम् उद्वहति,सिन्धुः,नावम्,उद्वहति,वर्तमान
सरित् जलं प्रवहति,सरित्,जलम्,प्रवहति,वर्तमान
तडागः मत्स्यं पोषयति,तडागः,मत्स्यम्,पोषयति,वर्तमान
कूपः तोयं ददाति,कूपः,तोयम्,ददाति,वर्तमान
वापी कमलं विकासयति,वापी,कमलम्,विकासयति,वर्तमान
सिन्धुः नावम् उद्वक्ष्यति,सिन्धुः,नावम्,उद्वक्ष्यति,भविष्यत्
सरित् जलं प्रक्ष्यति,सरित्,जलम्,प्रक्ष्यति,भविष्यत्
तडागः मत्स्यं पोषयिष्यति,तडागः,मत्स्यम्,पोषयिष्यति,भविष्यत्
कूपः तोयं दास्यति,कूपः,तोयम्,दास्यति,भविष्यत्
वापी कमलं विकासयिष्यति,वापी,कमलम्,विकासयिष्यति,भविष्यत्
सिन्धुः नावम् उदवहत्,सिन्धुः,नावम्,उदवहत्,भूत
सरित् जलम् अप्रवहत्,सरित्,जलम्,अप्रवहत्,भूत
तडागः मत्स्यम् अपोषयत्,तडागः,मत्स्यम्,अपोषयत्,भूत
कूपः तोयम् अददात्,कूपः,तोयम्,अददात्,भूत
वापी कमलम् अविकासयत्,वापी,कमलम्,अविकासयत्,भूत
धर्मः पातकं हरति,धर्मः,पातकम्,हरति,वर्तमान
अर्थः दरिद्रं बाधते,अर्थः,दरिद्रम्,बाधते,वर्तमान
कामः चित्तं मोहयति,कामः,चित्तम्,मोहयति,वर्तमान
मोक्षः संसारं छिनत्ति,मोक्षः,संसारम्,छिनत्ति,वर्तमान
सत्यं विश्वं रक्षति,सत्यम्,विश्वम्,रक्षति,वर्तमान
अहिंसा क्रूरं शमयति,अहिंसा,क्रूरम्,शमयति,वर्तमान
दया दुःखं निवारयति,दया,दुःखम्,निवारयति,वर्तमान
क्षमा कोपं नाशयति,क्षमा,कोपम्,नाशयति,वर्तमान
धृतिः मनः स्थिरीकरोति,धृतिः,मनः,स्थिरीकरोति,वर्तमान
शान्तिः उद्वेगं हरति,शान्तिः,उद्वेगम्,हरति,वर्तमान
धर्मः पातकं हरिष्यति,धर्मः,पातकम्,हरिष्यति,भविष्यत्
अर्थः दरिद्रं बाधिष्यते,अर्थः,दरिद्रम्,बाधिष्यते,भविष्यत्
कामः चित्तं मोहयिष्यति,कामः,चित्तम्,मोहयिष्यति,भविष्यत्
मोक्षः संसारं छेत्स्यति,मोक्षः,संसारम्,छेत्स्यति,भविष्यत्
सत्यं विश्वं रक्षिष्यति,सत्यम्,विश्वम्,रक्षिष्यति,भविष्यत्
अहिंसा क्रूरं शमयिष्यति,अहिंसा,क्रूरम्,शमयिष्यति,भविष्यत्
दया दुःखं निवारयिष्यति,दया,दुःखम्,निवारयिष्यति,भविष्यत्
क्षमा कोपं नाशयिष्यति,क्षमा,कोपम्,नाशयिष्यति,भविष्यत्
धृतिः मनः स्थिरीकरिष्यति,धृतिः,मनः,स्थिरीकरिष्यति,भविष्यत्
शान्तिः उद्वेगं हरिष्यति,शान्तिः,उद्वेगम्,हरिष्यति,भविष्यत्
धर्मः पातकम् अहरत्,धर्मः,पातकम्,अहरत्,भूत
अर्थः दरिद्रम् अबाधत,अर्थः,दरिद्रम्,अबाधत,भूत
कामः चित्तम् अमोहयत्,कामः,चित्तम्,अमोहयत्,भूत
मोक्षः संसारम् अच्छिनत्,मोक्षः,संसारम्,अच्छिनत्,भूत
सत्यं विश्वम् अरक्षत्,सत्यम्,विश्वम्,अरक्षत्,भूत
अहिंसा क्रूरम् अशमयत्,अहिंसा,क्रूरम्,अशमयत्,भूत
दया दुःखम् अनिवारयत्,दया,दुःखम्,अनिवारयत्,भूत
क्षमा कोपम् अनाशयत्,क्षमा,कोपम्,अनाशयत्,भूत
धृतिः मनः अस्थिरीकरोत्,धृतिः,मनः,अस्थिरीकरोत्,भूत
शान्तिः उद्वेगम् अहरत्,शान्तिः,उद्वेगम्,अहरत्,भूत
बालः पुस्तकं पठति,बालः,पुस्तकम्,पठति,वर्तमान
छात्रः गुरुं नमति,छात्रः,गुरुम्,नमति,वर्तमान
युवा व्यायामं करोति,युवा,व्यायामम्,करोति,वर्तमान
वृद्धः देवं भजति,वृद्धः,देवम्,भजति,वर्तमान
नरः कार्यं साधयति,नरः,कार्यम्,साधयति,वर्तमान
नारी गृहं शोभयति,नारी,गृहम्,शोभयति,वर्तमान
शिशुः दुग्धं पिबति,शिशुः,दुग्धम्,पिबति,वर्तमान
तरुणः विद्यां गृह्णाति,तरुणः,विद्याम्,गृह्णाति,वर्तमान
कुमारः धनुः धारयति,कुमारः,धनुः,धारयति,वर्तमान
वीरः युद्धं जयति,वीरः,युद्धम्,जयति,वर्तमान
बालः पुस्तकं पठिष्यति,बालः,पुस्तकम्,पठिष्यति,भविष्यत्
छात्रः गुरुं नंस्यति,छात्रः,गुरुम्,नंस्यति,भविष्यत्
युवा व्यायामं करिष्यति,युवा,व्यायामम्,करिष्यति,भविष्यत्
वृद्धः देवं भजिष्यति,वृद्धः,देवम्,भजिष्यति,भविष्यत्
नरः कार्यं साधयिष्यति,नरः,कार्यम्,साधयिष्यति,भविष्यत्
नारी गृहं शोभयिष्यति,नारी,गृहम्,शोभयिष्यति,भविष्यत्
शिशुः दुग्धं पास्यति,शिशुः,दुग्धम्,पास्यति,भविष्यत्
तरुणः विद्यां ग्रहीष्यति,तरुणः,विद्याम्,ग्रहीष्यति,भविष्यत्
कुमारः धनुः धारयिष्यति,कुमारः,धनुः,धारयिष्यति,भविष्यत्
वीरः युद्धं जेष्यति,वीरः,युद्धम्,जेष्यति,भविष्यत्
बालः पुस्तकम् अपठत्,बालः,पुस्तकम्,अपठत्,भूत
छात्रः गुरुम् अनमत्,छात्रः,गुरुम्,अनमत्,भूत
युवा व्यायामम् अकरोत्,युवा,व्यायामम्,अकरोत्,भूत
वृद्धः देवम् अभजत्,वृद्धः,देवम्,अभजत्,भूत
नरः कार्यम् असाधयत्,नरः,कार्यम्,असाधयत्,भूत
नारी गृहम् अशोभयत्,नारी,गृहम्,अशोभयत्,भूत
शिशुः दुग्धम् अपिबत्,शिशुः,दुग्धम्,अपिबत्,भूत
तरुणः विद्याम् अगृह्णात्,तरुणः,विद्याम्,अगृह्णात्,भूत
कुमारः धनुः अधारयत्,कुमारः,धनुः,अधारयत्,भूत
वीरः युद्धम् अजयत्,वीरः,युद्धम्,अजयत्,भूत
अश्वः शङ्कुं लङ्घते,अश्वः,शङ्कुम्,लङ्घते,वर्तमान
गजः शृङ्खलां त्रोटयति,गजः,शृङ्खलाम्,त्रोटयति,वर्तमान
सिंहः पञ्जरं भिनत्ति,सिंहः,पञ्जरम्,भिनत्ति,वर्तमान
व्याघ्रः गुहां प्रविशति,व्याघ्रः,गुहाम्,प्रविशति,वर्तमान
वृषभः शकटं कर्षति,वृषभः,शकटम्,कर्षति,वर्तमान
गौः वत्सं लेढि,गौः,वत्सम्,लेढि,वर्तमान
अजः पल्लवं चरति,अजः,पल्लवम्,चरति,वर्तमान
मेषः लोम यच्छति,मेषः,लोम,यच्छति,वर्तमान
श्वानः चौरं दशति,श्वानः,चौरम्,दशति,वर्तमान
बिडालः मूषकं गृह्णाति,बिडालः,मूषकम्,गृह्णाति,वर्तमान
अश्वः शङ्कुं लङ्घिष्यते,अश्वः,शङ्कुम्,लङ्घिष्यते,भविष्यत्
गजः शृङ्खलां त्रोटयिष्यति,गजः,शृङ्खलाम्,त्रोटयिष्यति,भविष्यत्
सिंहः पञ्जरं भेत्स्यति,सिंहः,पञ्जरम्,भेत्स्यति,भविष्यत्
व्याघ्रः गुहां प्रवेक्ष्यति,व्याघ्रः,गुहाम्,प्रवेक्ष्यति,भविष्यत्
वृषभः शकटं कर्क्ष्यति,वृषभः,शकटम्,कर्क्ष्यति,भविष्यत्
गौः वत्सं लेक्ष्यति,गौः,वत्सम्,लेक्ष्यति,भविष्यत्
अजः पल्लवं चरिष्यति,अजः,पल्लवम्,चरिष्यति,भविष्यत्
मेषः लोम यम्स्यति,मेषः,लोम,यम्स्यति,भविष्यत्
श्वानः चौरं दङ्क्ष्यति,श्वानः,चौरम्,दङ्क्ष्यति,भविष्यत्
बिडालः मूषकं ग्रहीष्यति,बिडालः,मूषकम्,ग्रहीष्यति,भविष्यत्
अश्वः शङ्कुम् अलङ्घत,अश्वः,शङ्कुम्,अलङ्घत,भूत
गजः शृङ्खलाम् अत्रोटयत्,गजः,शृङ्खलाम्,अत्रोटयत्,भूत
सिंहः पञ्जरम् अभिनत्,सिंहः,पञ्जरम्,अभिनत्,भूत
व्याघ्रः गुहाम् प्राविशत्,व्याघ्रः,गुहाम्,प्राविशत्,भूत
वृषभः शकटम् अकर्षत्,वृषभः,शकटम्,अकर्षत्,भूत
गौः वत्सम् अलेढ्,गौः,वत्सम्,अलेढ्,भूत
अजः पल्लवम् अचरत्,अजः,पल्लवम्,अचरत्,भूत
मेषः लोम अयच्छत्,मेषः,लोम,अयच्छत्,भूत
श्वानः चौरम् अदशत्,श्वानः,चौरम्,अदशत्,भूत
बिडालः मूषकम् अगृह्णात्,बिडालः,मूषकम्,अगृह्णात्,भूत
हंसः नीरं विविनक्ति,हंसः,नीरम्,विविनक्ति,वर्तमान
बकः मीनं गिलति,बकः,मीनम्,गिलति,वर्तमान
मयूरः नृत्यं करोति,मयूरः,नृत्यम्,करोति,वर्तमान
कोकिलः पञ्चमं गायति,कोकिलः,पञ्चमम्,गायति,वर्तमान
शुकः फलं खादति,शुकः,फलम्,खादति,वर्तमान
कपोतः धान्यं सञ्चिनोति,कपोतः,धान्यम्,सञ्चिनोति,वर्तमान
काकः पिण्डं भक्षयति,काकः,पिण्डम्,भक्षयति,वर्तमान
गृध्रः शवं पश्यति,गृध्रः,शवम्,पश्यति,वर्तमान
श्येनः पक्षीं विदारयति,श्येनः,पक्षीम्,विदारयति,वर्तमान
उलूकः मूषकं पश्यति,उलूकः,मूषकम्,पश्यति,वर्तमान
हंसः नीरं विवेक्ष्यति,हंसः,नीरम्,विवेक्ष्यति,भविष्यत्
बकः मीनं गिलिष्यति,बकः,मीनम्,गिलिष्यति,भविष्यत्
मयूरः नृत्यं करिष्यति,मयूरः,नृत्यम्,करिष्यति,भविष्यत्
कोकिलः पञ्चमं गास्यति,कोकिलः,पञ्चमम्,गास्यति,भविष्यत्
शुकः फलं खादिष्यति,शुकः,फलम्,खादिष्यति,भविष्यत्
कपोतः धान्यं सञ्चेष्यति,कपोतः,धान्यम्,सञ्चेष्यति,भविष्यत्
काकः पिण्डं भक्षयिष्यति,काकः,पिण्डम्,भक्षयिष्यति,भविष्यत्
गृध्रः शवं द्रक्ष्यति,गृध्रः,शवम्,द्रक्ष्यति,भविष्यत्
श्येनः पक्षीं विदारयिष्यति,श्येनः,पक्षीम्,विदारयिष्यति,भविष्यत्
उलूकः मूषकं द्रक्ष्यति,उलूकः,मूषकम्,द्रक्ष्यति,भविष्यत्
हंसः नीरम् अविविनक्,हंसः,नीरम्,अविविनक्,भूत
बकः मीनम् अगिलत्,बकः,मीनम्,अगिलत्,भूत
मयूरः नृत्यम् अकरोत्,मयूरः,नृत्यम्,अकरोत्,भूत
कोकिलः पञ्चमम् अगायत्,कोकिलः,पञ्चमम्,अगायत्,भूत
शुकः फलम् अखादत्,शुकः,फलम्,अखादत्,भूत
कपोतः धान्यम् असञ्चिनोत्,कपोतः,धान्यम्,असञ्चिनोत्,भूत
काकः पिण्डम् अभक्षयत्,काकः,पिण्डम्,अभक्षयत्,भूत
गृध्रः शवम् अपश्यत्,गृध्रः,शवम्,अपश्यत्,भूत
श्येनः पक्षीम् अविदारयत्,श्येनः,पक्षीम्,अविदारयत्,भूत
उलूकः मूषकम् अपश्यत्,उलूकः,मूषकम्,अपश्यत्,भूत
जलधिः रत्नं सूते,जलधिः,रत्नम्,सूते,वर्तमान
